iter	Passed	Remaining
1424	13210	913855
1425	13223	914089
1426	13232	914087
1427	13241	914053
1428	13251	914054
1429	13258	913930
1430	13267	913892
1431	13276	913819
1432	13284	913750
1433	13293	913711
1434	13301	913656
1435	13309	913558
1436	13319	913610
1437	13342	914504
1438	13354	914668
1439	13406	917568
1440	13624	931873
1441	13652	933133
1442	13662	933124
1443	13672	933152
1444	13679	933004
1445	13687	932869
1446	13694	932705
1447	13705	932808
1448	13714	932772
1449	13723	932702
1450	13730	932545
1451	13737	932378
1452	13744	932203
1453	13752	932105
1454	13759	931930
1455	13766	931739
1456	13774	931656
1457	13782	931499
1458	13793	931611
1459	13802	931561
1460	13810	931448
1461	13817	931259
1462	13824	931108
1463	13831	930930
1464	13838	930792
1465	13846	930673
1466	13854	930536
1467	13864	930581
1468	13873	930518
1469	13881	930419
1470	13889	930327
1471	13896	930165
1472	13903	930002
1473	13911	929876
1474	13919	929776
1475	13928	929720
1476	13936	929652
1477	13944	929494
1478	13952	929439
1479	13961	929388
1480	13970	929320
1481	13977	929178
1482	13985	929050
1483	13993	928951
1484	14002	928949
1485	14010	928828
1486	14017	928665
1487	14026	928634
1488	14035	928584
1489	14042	928387
1490	14049	928211
1491	14056	928074
1492	14064	927943
1493	14071	927826
1494	14078	927642
1495	14085	927446
1496	14093	927329
1497	14100	927212
1498	14108	927055
1499	14115	926890
1500	14122	926779
1501	14131	926687
1502	14137	926513
1503	14144	926335
1504	14151	926124
1505	14158	925999
1506	14166	925877
1507	14174	925761
1508	14182	925673
1509	14189	925530
1510	14197	925429
1511	14207	925441
1512	14216	925416
1513	14227	925493
1514	14236	925494
1515	14245	925428
1516	14252	925271
1517	14259	925111
1518	14267	924983
1519	14274	924805
1520	14281	924667
1521	14288	924540
1522	14295	924364
1523	14303	924226
1524	14310	924108
1525	14318	924005
1526	14327	923926
1527	14337	923958
1528	14345	923896
1529	14354	923819
1530	14364	923853
1531	14374	923887
1532	14382	923780
1533	14388	923605
1534	14397	923541
1535	14404	923412
1536	14414	923419
1537	14422	923293
1538	14429	923129
1539	14436	922998
1540	14444	922877
1541	14453	922838
1542	14466	923107
1543	14485	923706
1544	14496	923813
1545	14503	923634
1546	14511	923549
1547	14519	923459
1548	14527	923365
1549	14536	923275
1550	14543	923131
1551	14551	923047
1552	14560	922981
1553	14568	922934
1554	14576	922807
1555	14584	922728
1556	14591	922592
1557	14602	922675
1558	14647	924913
1559	14701	927685
1560	14709	927607
1561	14717	927492
1562	14726	927479
1563	14734	927382
1564	14743	927348
1565	14750	927193
1566	14758	927079
1567	14765	926938
1568	14773	926818
1569	14780	926657
1570	14787	926523
1571	14794	926353
1572	14805	926438
1573	14812	926288
1574	14820	926180
1575	14827	925994
1576	14834	925861
1577	14841	925675
1578	14848	925519
1579	14855	925355
1580	14862	925221
1581	14870	925091
1582	14876	924907
1583	14883	924739
1584	14893	924774
1585	14909	925141
1586	14917	925079
1587	14929	925214
1588	14946	925673
1589	14960	925922
1590	14980	926590
1591	15009	927824
1592	15028	928402
1593	15043	928691
1594	15052	928699
1595	15069	929129
1596	15080	929206
1597	15092	929373
1598	15104	929546
1599	15125	930235
1600	15136	930316
1601	15160	931173
1602	15170	931226
1603	15182	931383
1604	15195	931553
1605	15202	931428
1606	15213	931491
1607	15227	931758
1608	15236	931732
1609	15246	931768
1610	15255	931701
1611	15266	931809
1612	15282	932170
1613	15296	932459
1614	15306	932455
1615	15319	932655
1616	15336	933128
1617	15352	933504
1618	15363	933613
1619	15381	934078
1620	15399	934572
1621	15411	934720
1622	15422	934807
1623	15432	934873
1624	15447	935156
1625	15459	935295
1626	15473	935599
1627	15483	935615
1628	15498	935905
1629	15512	936158
1630	15523	936235
1631	15535	936379
1632	15551	936795
1633	15566	937097
1634	15580	937338
1635	15592	937500
1636	15618	938475
1637	15630	938588
1638	15639	938588
1639	15670	939834
1640	15717	942107
1641	15793	946043
1642	15804	946134
1643	15813	946083
1644	15826	946271
1645	15835	946242
1646	15844	946185
1647	15852	946093
1648	15860	945948
1649	15867	945791
1650	15874	945624
1651	15881	945479
1652	15889	945354
1653	15896	945198
1654	15904	945062
1655	15912	945010
1656	15920	944885
1657	15927	944709
1658	15934	944547
1659	15941	944380
1660	15950	944341
1661	15958	944268
1662	15967	944212
